dia;mes;ano;valor
15;3;1945;16.2
16;3;1945;17.7
17;3;1945;22.3
18;3;1945;22.8
19;3;1945;22.9
20;3;1945;22.3
21;3;1945;17.5
22;3;1945;14.5
23;3;1945;19.9
24;3;1945;18.8
25;3;1945;20.6
26;3;1945;21.9
27;3;1945;20.7
28;3;1945;16.8
29;3;1945;8.8
30;3;1945;14.7
31;3;1945;20.4
1;4;1945;16.5
2;4;1945;17.4
3;4;1945;11.8
4;4;1945;16.1
5;4;1945;17.4
6;4;1945;8.8
7;4;1945;13.1
8;4;1945;16.6
9;4;1945;14.1
10;4;1945;13.3
11;4;1945;12.6
12;4;1945;14.8
13;4;1945;11.7
14;4;1945;7.3
15;4;1945;9.6
16;4;1945;17.5
17;4;1945;16.4
18;4;1945;8.2
19;4;1945;6.1
20;4;1945;13.7
21;4;1945;13.3
22;4;1945;6.9
23;4;1945;16.9
24;4;1945;16.1
25;4;1945;11.8
26;4;1945;12.7
27;4;1945;17.8
28;4;1945;17.9
29;4;1945;18.0
30;4;1945;17.2
1;5;1945;6.9
2;5;1945;9.8
3;5;1945;13.9
4;5;1945;13.5
5;5;1945;15.2
6;5;1945;14.5
7;5;1945;16.1
8;5;1945;15.9
9;5;1945;13.3
10;5;1945;11.6
11;5;1945;16.8
12;5;1945;15.6
13;5;1945;8.3
14;5;1945;14.2
15;5;1945;12.2
16;5;1945;15.2
17;5;1945;11.4
18;5;1945;12.3
19;5;1945;14.7
20;5;1945;14.8
21;5;1945;13.4
22;5;1945;15.5
23;5;1945;15.8
24;5;1945;15.5
25;5;1945;12.5
26;5;1945;9.0
27;5;1945;7.1
28;5;1945;8.1
29;5;1945;9.7
30;5;1945;13.1
31;5;1945;13.0
1;6;1945;12.3
2;6;1945;12.3
3;6;1945;11.6
4;6;1945;13.0
5;6;1945;12.4
6;6;1945;10.6
7;6;1945;13.1
8;6;1945;13.8
9;6;1945;6.7
10;6;1945;9.5
11;6;1945;3.4
12;6;1945;4.1
13;6;1945;8.8
14;6;1945;8.3
15;6;1945;7.5
16;6;1945;8.8
17;6;1945;12.3
18;6;1945;12.6
19;6;1945;0.9
20;6;1945;7.7
21;6;1945;5.7
22;6;1945;9.1
23;6;1945;8.6
24;6;1945;7.7
25;6;1945;11.1
26;6;1945;11.6
27;6;1945;5.3
28;6;1945;11.2
29;6;1945;6.8
30;6;1945;7.2
1;7;1945;10.7
2;7;1945;14.7
3;7;1945;3.1
4;7;1945;1.8
5;7;1945;6.0
6;7;1945;7.3
7;7;1945;11.0
8;7;1945;10.6
9;7;1945;6.7
10;7;1945;15.7
11;7;1945;14.7
12;7;1945;9.0
13;7;1945;7.7
14;7;1945;10.6
15;7;1945;7.4
16;7;1945;11.0
17;7;1945;12.5
18;7;1945;9.9
19;7;1945;15.4
20;7;1945;12.7
21;7;1945;14.4
22;7;1945;13.1
23;7;1945;11.5
24;7;1945;6.5
25;7;1945;2.0
26;7;1945;9.7
27;7;1945;11.4
28;7;1945;11.5
29;7;1945;8.6
30;7;1945;9.7
31;7;1945;12.7
1;8;1945;11.4
2;8;1945;14.4
3;8;1945;16.6
4;8;1945;17.1
5;8;1945;16.7
6;8;1945;11.4
7;8;1945;8.8
8;8;1945;9.5
9;8;1945;9.2
10;8;1945;16.5
11;8;1945;8.1
12;8;1945;12.3
13;8;1945;13.5
14;8;1945;18.1
15;8;1945;18.3
16;8;1945;18.2
17;8;1945;8.3
18;8;1945;16.1
19;8;1945;13.1
20;8;1945;15.9
21;8;1945;13.4
22;8;1945;10.9
23;8;1945;11.2
24;8;1945;15.0
25;8;1945;16.5
26;8;1945;16.2
27;8;1945;19.9
28;8;1945;15.6
29;8;1945;10.2
30;8;1945;11.2
31;8;1945;10.4
1;9;1945;9.9
2;9;1945;10.8
3;9;1945;10.6
4;9;1945;11.1
5;9;1945;11.4
6;9;1945;11.7
7;9;1945;7.8
8;9;1945;3.6
9;9;1945;8.1
10;9;1945;15.3
11;9;1945;22.1
12;9;1945;18.9
13;9;1945;18.1
14;9;1945;21.7
15;9;1945;14.0
16;9;1945;12.8
17;9;1945;16.7
18;9;1945;16.1
19;9;1945;13.4
20;9;1945;12.6
21;9;1945;7.4
22;9;1945;6.0
23;9;1945;11.8
24;9;1945;20.4
25;9;1945;10.9
26;9;1945;11.2
27;9;1945;14.6
28;9;1945;12.5
29;9;1945;13.8
30;9;1945;16.5
1;10;1945;23.1
2;10;1945;13.5
3;10;1945;14.6
4;10;1945;17.8
5;10;1945;15.3
6;10;1945;9.0
7;10;1945;6.0
8;10;1945;11.1
9;10;1945;16.3
10;10;1945;17.0
11;10;1945;16.2
12;10;1945;9.8
13;10;1945;10.1
14;10;1945;15.6
15;10;1945;17.4
16;10;1945;10.4
17;10;1945;9.2
18;10;1945;11.0
19;10;1945;12.7
20;10;1945;12.2
21;10;1945;9.2
22;10;1945;14.1
23;10;1945;8.1
24;10;1945;9.9
25;10;1945;15.7
26;10;1945;20.1
27;10;1945;10.6
28;10;1945;8.9
29;10;1945;13.3
30;10;1945;20.3
31;10;1945;10.3
1;11;1945;15.5
2;11;1945;13.7
3;11;1945;6.9
4;11;1945;10.9
5;11;1945;8.8
6;11;1945;25.3
7;11;1945;22.0
8;11;1945;26.1
9;11;1945;26.8
10;11;1945;12.9
11;11;1945;6.0
12;11;1945;23.1
13;11;1945;19.4
14;11;1945;13.3
15;11;1945;11.7
16;11;1945;13.3
17;11;1945;17.7
18;11;1945;16.6
19;11;1945;12.9
20;11;1945;8.1
21;11;1945;8.0
22;11;1945;10.9
23;11;1945;14.3
24;11;1945;15.9
25;11;1945;23.5
26;11;1945;18.3
27;11;1945;11.0
28;11;1945;10.3
29;11;1945;15.9
30;11;1945;15.4
1;12;1945;15.2
2;12;1945;12.1
3;12;1945;14.6
4;12;1945;21.6
5;12;1945;27.3
6;12;1945;26.3
7;12;1945;22.5
8;12;1945;8.8
9;12;1945;10.0
10;12;1945;9.5
11;12;1945;10.2
12;12;1945;12.0
13;12;1945;13.0
14;12;1945;12.7
15;12;1945;23.8
16;12;1945;23.6
17;12;1945;21.5
18;12;1945;26.4
19;12;1945;23.8
20;12;1945;15.2
21;12;1945;21.8
22;12;1945;20.6
23;12;1945;19.0
24;12;1945;21.4
25;12;1945;29.0
26;12;1945;19.5
27;12;1945;20.6
28;12;1945;7.4
29;12;1945;10.0
30;12;1945;11.2
31;12;1945;15.0
1;1;1946;19.0
2;1;1946;24.7
3;1;1946;8.0
4;1;1946;11.3
5;1;1946;11.3
6;1;1946;13.4
7;1;1946;15.4
8;1;1946;13.2
9;1;1946;19.3
10;1;1946;21.5
11;1;1946;21.9
12;1;1946;25.0
13;1;1946;20.9
14;1;1946;23.5
15;1;1946;21.2
16;1;1946;14.2
17;1;1946;9.4
18;1;1946;17.0
19;1;1946;27.0
20;1;1946;26.9
21;1;1946;28.4
22;1;1946;26.7
23;1;1946;22.1
24;1;1946;15.9
25;1;1946;17.8
26;1;1946;12.1
27;1;1946;11.0
28;1;1946;23.9
29;1;1946;28.7
30;1;1946;27.6
31;1;1946;28.0
1;2;1946;27.6
2;2;1946;27.9
3;2;1946;23.9
4;2;1946;14.9
5;2;1946;14.0
6;2;1946;16.6
7;2;1946;14.7
8;2;1946;20.0
9;2;1946;15.8
10;2;1946;26.2
11;2;1946;23.8
12;2;1946;26.2
13;2;1946;25.7
14;2;1946;27.0
15;2;1946;11.9
16;2;1946;16.8
17;2;1946;21.8
18;2;1946;18.9
19;2;1946;20.9
20;2;1946;24.0
21;2;1946;25.4
22;2;1946;24.9
23;2;1946;19.3
24;2;1946;16.6
25;2;1946;12.8
26;2;1946;11.9
27;2;1946;18.5
28;2;1946;21.2
1;3;1946;16.7
2;3;1946;15.2
3;3;1946;8.8
4;3;1946;10.7
5;3;1946;8.1
6;3;1946;13.2
7;3;1946;23.2
8;3;1946;20.6
9;3;1946;19.2
10;3;1946;21.5
11;3;1946;22.3
12;3;1946;23.4
13;3;1946;22.1
14;3;1946;14.5
15;3;1946;16.2
16;3;1946;17.6
17;3;1946;18.8
18;3;1946;20.2
19;3;1946;20.8
20;3;1946;21.1
21;3;1946;22.0
22;3;1946;14.5
23;3;1946;10.8
24;3;1946;7.6
25;3;1946;13.6
26;3;1946;21.3
27;3;1946;21.2
28;3;1946;15.7
29;3;1946;19.1
30;3;1946;21.3
31;3;1946;20.9
1;4;1946;10.4
2;4;1946;14.0
3;4;1946;14.8
4;4;1946;15.5
5;4;1946;16.0
6;4;1946;16.8
7;4;1946;18.9
8;4;1946;19.1
9;4;1946;13.6
10;4;1946;17.3
11;4;1946;8.5
12;4;1946;10.8
13;4;1946;11.5
14;4;1946;13.5
15;4;1946;13.8
16;4;1946;11.8
17;4;1946;16.2
18;4;1946;5.6
19;4;1946;5.5
20;4;1946;8.0
21;4;1946;12.9
22;4;1946;16.2
23;4;1946;14.2
24;4;1946;15.2
25;4;1946;14.1
26;4;1946;16.1
27;4;1946;16.2
28;4;1946;11.7
29;4;1946;14.7
30;4;1946;18.5
1;5;1946;16.4
2;5;1946;15.6
3;5;1946;12.8
4;5;1946;12.5
5;5;1946;8.8
6;5;1946;5.6
7;5;1946;4.8
8;5;1946;5.8
9;5;1946;6.7
10;5;1946;5.7
11;5;1946;6.4
12;5;1946;6.7
13;5;1946;7.0
14;5;1946;7.2
15;5;1946;9.7
16;5;1946;10.2
17;5;1946;14.6
18;5;1946;15.3
19;5;1946;13.7
20;5;1946;9.1
21;5;1946;15.4
22;5;1946;14.9
23;5;1946;12.8
24;5;1946;5.4
25;5;1946;13.2
26;5;1946;15.9
27;5;1946;14.5
28;5;1946;15.4
29;5;1946;13.7
30;5;1946;9.3
31;5;1946;6.1
1;6;1946;14.9
2;6;1946;10.2
3;6;1946;9.7
4;6;1946;11.5
5;6;1946;10.4
6;6;1946;11.4
7;6;1946;10.4
8;6;1946;11.5
9;6;1946;9.2
10;6;1946;8.7
11;6;1946;11.2
12;6;1946;13.1
13;6;1946;12.9
14;6;1946;6.2
15;6;1946;11.6
16;6;1946;14.5
17;6;1946;10.0
18;6;1946;13.8
19;6;1946;12.4
20;6;1946;14.3
21;6;1946;8.4
22;6;1946;6.8
23;6;1946;7.2
24;6;1946;5.4
25;6;1946;6.2
26;6;1946;5.8
27;6;1946;9.2
28;6;1946;11.7
29;6;1946;13.7
30;6;1946;13.6
1;7;1946;9.4
2;7;1946;6.7
3;7;1946;7.1
4;7;1946;8.3
5;7;1946;11.6
6;7;1946;9.7
7;7;1946;8.7
8;7;1946;14.8
9;7;1946;15.1
10;7;1946;13.6
11;7;1946;14.8
12;7;1946;5.2
13;7;1946;14.1
14;7;1946;12.1
15;7;1946;10.2
16;7;1946;5.5
17;7;1946;2.5
18;7;1946;5.2
19;7;1946;11.5
20;7;1946;10.3
21;7;1946;15.5
22;7;1946;8.5
23;7;1946;7.9
24;7;1946;11.8
25;7;1946;15.5
26;7;1946;15.9
27;7;1946;13.6
28;7;1946;5.7
29;7;1946;7.5
30;7;1946;8.3
31;7;1946;9.3
1;8;1946;10.6
2;8;1946;12.1
3;8;1946;14.9
4;8;1946;14.9
5;8;1946;5.2
6;8;1946;11.3
7;8;1946;14.9
8;8;1946;18.1
9;8;1946;17.1
10;8;1946;12.9
11;8;1946;12.2
12;8;1946;10.4
13;8;1946;15.4
14;8;1946;5.2
15;8;1946;8.5
16;8;1946;13.4
17;8;1946;7.0
18;8;1946;5.7
19;8;1946;5.9
20;8;1946;13.1
21;8;1946;11.4
22;8;1946;12.1
23;8;1946;8.5
24;8;1946;4.0
25;8;1946;3.5
26;8;1946;6.2
27;8;1946;12.3
28;8;1946;15.4
29;8;1946;14.0
30;8;1946;13.9
31;8;1946;17.6
1;9;1946;13.5
2;9;1946;18.2
3;9;1946;18.9
4;9;1946;21.1
5;9;1946;20.6
6;9;1946;17.3
7;9;1946;9.2
8;9;1946;11.5
9;9;1946;8.4
10;9;1946;12.5
11;9;1946;6.4
12;9;1946;17.0
13;9;1946;14.7
14;9;1946;14.2
15;9;1946;22.2
16;9;1946;19.3
17;9;1946;19.6
18;9;1946;19.8
19;9;1946;8.0
20;9;1946;14.2
21;9;1946;12.6
22;9;1946;12.3
23;9;1946;20.1
24;9;1946;18.2
25;9;1946;17.8
26;9;1946;18.9
27;9;1946;15.9
28;9;1946;16.1
29;9;1946;19.8
30;9;1946;10.5
1;10;1946;16.0
2;10;1946;16.8
3;10;1946;13.7
4;10;1946;16.2
5;10;1946;10.5
6;10;1946;16.0
7;10;1946;15.4
8;10;1946;15.0
9;10;1946;17.2
10;10;1946;11.9
11;10;1946;7.8
12;10;1946;14.8
13;10;1946;15.1
14;10;1946;15.3
15;10;1946;20.9
16;10;1946;17.6
17;10;1946;20.3
18;10;1946;20.5
19;10;1946;22.7
20;10;1946;12.7
21;10;1946;16.9
22;10;1946;22.2
23;10;1946;13.0
24;10;1946;24.9
25;10;1946;14.4
26;10;1946;20.2
27;10;1946;12.8
28;10;1946;14.5
29;10;1946;17.1
30;10;1946;24.4
31;10;1946;18.6
1;11;1946;15.9
2;11;1946;15.3
3;11;1946;16.7
4;11;1946;12.2
5;11;1946;23.6
6;11;1946;23.7
7;11;1946;23.7
8;11;1946;20.8
9;11;1946;8.9
10;11;1946;8.1
11;11;1946;17.5
12;11;1946;21.0
13;11;1946;20.8
14;11;1946;15.5
15;11;1946;14.0
16;11;1946;19.5
17;11;1946;18.1
18;11;1946;13.8
19;11;1946;21.5
20;11;1946;14.4
21;11;1946;16.1
22;11;1946;15.8
23;11;1946;17.0
24;11;1946;17.0
25;11;1946;14.4
26;11;1946;10.3
27;11;1946;9.3
28;11;1946;8.5
29;11;1946;17.4
30;11;1946;16.3
1;12;1946;17.3
2;12;1946;13.9
3;12;1946;12.7
4;12;1946;14.4
5;12;1946;15.2
6;12;1946;17.0
7;12;1946;21.0
8;12;1946;20.6
9;12;1946;18.9
10;12;1946;17.7
11;12;1946;23.6
12;12;1946;27.4
13;12;1946;19.5
14;12;1946;13.5
15;12;1946;14.9
16;12;1946;17.7
17;12;1946;23.2
18;12;1946;12.9
19;12;1946;12.0
20;12;1946;20.0
21;12;1946;22.6
22;12;1946;21.3
23;12;1946;22.0
24;12;1946;19.5
25;12;1946;9.9
26;12;1946;12.9
27;12;1946;14.1
28;12;1946;12.7
29;12;1946;9.4
30;12;1946;18.0
31;12;1946;20.1
1;1;1947;11.5
2;1;1947;17.3
3;1;1947;22.3
4;1;1947;25.2
5;1;1947;19.5
6;1;1947;24.4
7;1;1947;21.5
8;1;1947;21.6
9;1;1947;25.7
10;1;1947;27.9
11;1;1947;27.1
12;1;1947;27.9
13;1;1947;23.2
14;1;1947;29.0
15;1;1947;29.0
16;1;1947;27.5
17;1;1947;16.1
18;1;1947;19.1
19;1;1947;15.4
20;1;1947;12.2
21;1;1947;13.6
22;1;1947;12.7
23;1;1947;9.9
24;1;1947;10.3
25;1;1947;7.2
26;1;1947;19.1
27;1;1947;24.9
28;1;1947;22.0
29;1;1947;10.6
30;1;1947;6.6
31;1;1947;9.2
1;2;1947;8.8
2;2;1947;15.4
3;2;1947;21.7
4;2;1947;17.3
5;2;1947;21.4
6;2;1947;19.1
7;2;1947;11.9
8;2;1947;20.9
9;2;1947;22.0
10;2;1947;21.8
11;2;1947;21.7
12;2;1947;23.7
13;2;1947;17.3
14;2;1947;18.1
15;2;1947;15.9
16;2;1947;15.4
17;2;1947;15.4
18;2;1947;14.1
19;2;1947;8.8
20;2;1947;7.6
21;2;1947;12.9
22;2;1947;17.3
23;2;1947;16.3
24;2;1947;11.4
25;2;1947;8.1
26;2;1947;16.8
27;2;1947;18.3
28;2;1947;18.5
1;3;1947;6.3
2;3;1947;17.6
3;3;1947;21.0
4;3;1947;24.5
5;3;1947;24.0
6;3;1947;18.2
7;3;1947;20.5
8;3;1947;20.1
9;3;1947;21.4
10;3;1947;11.1
11;3;1947;17.2
12;3;1947;19.6
13;3;1947;11.4
14;3;1947;12.4
15;3;1947;17.9
16;3;1947;16.4
17;3;1947;9.8
18;3;1947;14.2
19;3;1947;6.9
20;3;1947;8.8
21;3;1947;9.2
22;3;1947;8.2
23;3;1947;10.5
24;3;1947;16.2
25;3;1947;16.3
26;3;1947;12.8
27;3;1947;7.3
28;3;1947;5.8
29;3;1947;20.0
30;3;1947;9.3
31;3;1947;17.6
1;4;1947;18.1
2;4;1947;15.9
3;4;1947;18.0
4;4;1947;15.3
5;4;1947;14.2
6;4;1947;13.8
7;4;1947;14.7
8;4;1947;13.6
9;4;1947;16.6
10;4;1947;13.5
11;4;1947;11.6
12;4;1947;14.3
13;4;1947;16.8
14;4;1947;14.4
15;4;1947;17.5
16;4;1947;14.1
17;4;1947;18.0
18;4;1947;18.6
19;4;1947;18.2
20;4;1947;13.3
21;4;1947;16.2
22;4;1947;17.6
23;4;1947;18.0
24;4;1947;18.0
25;4;1947;17.5
26;4;1947;16.3
27;4;1947;16.7
28;4;1947;17.7
29;4;1947;12.7
30;4;1947;13.1
1;5;1947;11.5
2;5;1947;16.3
3;5;1947;5.1
4;5;1947;5.4
5;5;1947;13.4
6;5;1947;13.3
7;5;1947;14.6
8;5;1947;7.9
9;5;1947;10.8
10;5;1947;12.4
11;5;1947;9.7
12;5;1947;14.6
13;5;1947;10.3
14;5;1947;7.7
15;5;1947;11.8
16;5;1947;15.6
17;5;1947;13.8
18;5;1947;10.3
19;5;1947;12.1
20;5;1947;15.3
21;5;1947;14.4
22;5;1947;11.4
23;5;1947;15.7
24;5;1947;12.2
25;5;1947;13.0
26;5;1947;12.4
27;5;1947;14.4
28;5;1947;14.1
29;5;1947;12.1
30;5;1947;10.3
31;5;1947;9.8
1;6;1947;11.2
2;6;1947;10.6
3;6;1947;9.2
4;6;1947;7.9
5;6;1947;14.0
6;6;1947;14.0
7;6;1947;11.3
8;6;1947;12.5
9;6;1947;9.2
10;6;1947;8.0
11;6;1947;11.2
12;6;1947;9.2
13;6;1947;9.6
14;6;1947;6.6
15;6;1947;8.5
16;6;1947;10.1
17;6;1947;10.1
18;6;1947;8.0
19;6;1947;8.9
20;6;1947;7.4
21;6;1947;6.7
22;6;1947;10.7
23;6;1947;10.3
24;6;1947;13.0
25;6;1947;12.7
26;6;1947;15.0
27;6;1947;14.9
28;6;1947;9.7
29;6;1947;14.9
30;6;1947;14.5
1;7;1947;10.2
2;7;1947;7.0
3;7;1947;6.0
4;7;1947;8.8
5;7;1947;11.2
6;7;1947;10.0
7;7;1947;11.2
8;7;1947;7.4
9;7;1947;9.3
10;7;1947;5.6
11;7;1947;5.5
12;7;1947;8.2
13;7;1947;8.3
14;7;1947;12.8
15;7;1947;15.2
16;7;1947;14.7
17;7;1947;10.5
18;7;1947;8.8
19;7;1947;13.1
20;7;1947;15.5
21;7;1947;14.8
22;7;1947;13.4
23;7;1947;11.1
24;7;1947;10.8
25;7;1947;6.4
26;7;1947;15.3
27;7;1947;13.7
28;7;1947;9.0
29;7;1947;9.5
30;7;1947;11.1
31;7;1947;10.8
1;8;1947;14.0
2;8;1947;9.7
3;8;1947;14.6
4;8;1947;15.1
5;8;1947;17.3
6;8;1947;17.5
7;8;1947;17.0
8;8;1947;9.8
9;8;1947;10.6
10;8;1947;13.6
11;8;1947;9.9
12;8;1947;13.1
13;8;1947;15.9
14;8;1947;11.0
15;8;1947;13.3
16;8;1947;16.2
17;8;1947;16.8
18;8;1947;16.4
19;8;1947;15.6
20;8;1947;13.6
21;8;1947;12.4
22;8;1947;16.6
23;8;1947;16.9
24;8;1947;15.7
25;8;1947;15.9
26;8;1947;13.1
27;8;1947;17.5
28;8;1947;19.9
29;8;1947;13.1
30;8;1947;18.3
31;8;1947;18.9
1;9;1947;18.5
2;9;1947;19.7
3;9;1947;21.0
4;9;1947;21.4
5;9;1947;17.3
6;9;1947;13.7
7;9;1947;18.3
8;9;1947;19.2
9;9;1947;10.5
10;9;1947;11.2
11;9;1947;13.0
12;9;1947;9.2
13;9;1947;12.5
14;9;1947;14.0
15;9;1947;16.1
16;9;1947;19.0
17;9;1947;21.7
18;9;1947;16.1
19;9;1947;13.3
20;9;1947;18.5
21;9;1947;19.3
22;9;1947;9.8
23;9;1947;15.2
24;9;1947;13.6
25;9;1947;16.1
26;9;1947;18.1
27;9;1947;23.1
28;9;1947;20.8
29;9;1947;11.6
30;9;1947;11.4
1;10;1947;11.7
2;10;1947;13.1
3;10;1947;7.1
4;10;1947;11.3
5;10;1947;19.1
6;10;1947;15.0
7;10;1947;17.2
8;10;1947;21.7
9;10;1947;22.8
10;10;1947;21.6
11;10;1947;9.7
12;10;1947;12.6
13;10;1947;7.5
14;10;1947;17.9
15;10;1947;11.6
16;10;1947;18.8
17;10;1947;7.9
18;10;1947;8.7
19;10;1947;8.7
20;10;1947;5.6
21;10;1947;6.8
22;10;1947;9.4
23;10;1947;12.7
24;10;1947;14.3
25;10;1947;9.1
26;10;1947;5.9
27;10;1947;27.2
28;10;1947;26.1
29;10;1947;15.5
30;10;1947;11.3
31;10;1947;9.6
1;11;1947;12.8
2;11;1947;7.2
3;11;1947;19.7
4;11;1947;27.7
5;11;1947;27.6
6;11;1947;27.0
7;11;1947;15.8
8;11;1947;20.5
9;11;1947;16.9
10;11;1947;15.1
11;11;1947;9.4
12;11;1947;23.2
13;11;1947;21.5
14;11;1947;10.9
15;11;1947;22.9
16;11;1947;23.1
17;11;1947;24.7
18;11;1947;17.8
19;11;1947;15.6
20;11;1947;17.6
21;11;1947;23.3
22;11;1947;23.1
23;11;1947;27.0
24;11;1947;28.7
25;11;1947;14.2
26;11;1947;19.1
27;11;1947;23.4
28;11;1947;20.7
29;11;1947;10.7
30;11;1947;15.5
1;12;1947;15.5
2;12;1947;9.1
3;12;1947;16.6
4;12;1947;17.5
5;12;1947;12.4
6;12;1947;10.0
7;12;1947;12.7
8;12;1947;14.6
9;12;1947;16.3
10;12;1947;11.5
11;12;1947;20.5
12;12;1947;22.0
13;12;1947;10.1
14;12;1947;20.9
15;12;1947;21.0
16;12;1947;25.3
17;12;1947;25.6
18;12;1947;25.5
19;12;1947;25.2
20;12;1947;16.8
21;12;1947;11.4
22;12;1947;12.0
23;12;1947;19.3
24;12;1947;18.9
25;12;1947;17.8
26;12;1947;25.5
27;12;1947;22.2
28;12;1947;17.7
29;12;1947;17.4
30;12;1947;17.3
31;12;1947;9.5
1;1;1948;9.9
2;1;1948;9.2
3;1;1948;10.6
4;1;1948;13.1
5;1;1948;20.2
6;1;1948;23.4
7;1;1948;17.8
8;1;1948;19.4
9;1;1948;21.2
10;1;1948;25.8
11;1;1948;9.2
12;1;1948;10.6
13;1;1948;7.1
14;1;1948;9.3
15;1;1948;21.6
16;1;1948;26.2
17;1;1948;27.9
18;1;1948;17.1
19;1;1948;21.5
20;1;1948;24.7
21;1;1948;25.3
22;1;1948;22.4
23;1;1948;24.1
24;1;1948;25.8
25;1;1948;25.3
26;1;1948;24.7
27;1;1948;25.2
28;1;1948;24.5
29;1;1948;22.9
30;1;1948;24.9
31;1;1948;27.4
1;2;1948;27.0
2;2;1948;25.6
3;2;1948;15.5
4;2;1948;20.5
5;2;1948;16.1
6;2;1948;17.8
7;2;1948;21.8
8;2;1948;11.7
9;2;1948;13.1
10;2;1948;16.6
11;2;1948;20.8
12;2;1948;23.1
13;2;1948;20.3
14;2;1948;14.8
15;2;1948;17.4
16;2;1948;23.0
17;2;1948;24.2
18;2;1948;10.8
19;2;1948;13.5
20;2;1948;14.6
21;2;1948;16.2
22;2;1948;14.8
23;2;1948;22.0
24;2;1948;17.8
25;2;1948;11.0
26;2;1948;11.5
27;2;1948;12.2
28;2;1948;13.5
29;2;1948;0.0
1;3;1948;11.9
2;3;1948;11.3
3;3;1948;7.0
4;3;1948;9.7
5;3;1948;14.6
6;3;1948;22.4
7;3;1948;23.0
8;3;1948;22.3
9;3;1948;11.2
10;3;1948;18.0
11;3;1948;17.9
12;3;1948;14.6
13;3;1948;13.6
14;3;1948;14.6
15;3;1948;20.6
16;3;1948;16.5
17;3;1948;16.9
18;3;1948;11.9
19;3;1948;13.3
20;3;1948;12.4
21;3;1948;14.5
22;3;1948;11.3
23;3;1948;11.2
24;3;1948;11.7
25;3;1948;12.6
26;3;1948;9.2
27;3;1948;14.4
28;3;1948;15.7
29;3;1948;17.8
30;3;1948;16.8
31;3;1948;13.1
1;4;1948;16.2
2;4;1948;12.1
3;4;1948;11.8
4;4;1948;12.2
5;4;1948;15.5
6;4;1948;14.2
7;4;1948;11.4
8;4;1948;14.1
9;4;1948;16.6
10;4;1948;7.3
11;4;1948;8.1
12;4;1948;9.0
13;4;1948;10.2
14;4;1948;15.1
15;4;1948;9.0
16;4;1948;6.0
17;4;1948;7.7
18;4;1948;12.4
19;4;1948;14.4
20;4;1948;10.9
21;4;1948;11.2
22;4;1948;11.4
23;4;1948;12.4
24;4;1948;13.8
25;4;1948;13.7
26;4;1948;11.3
27;4;1948;13.0
28;4;1948;6.8
29;4;1948;14.1
30;4;1948;11.3
1;5;1948;13.6
2;5;1948;13.7
3;5;1948;13.1
4;5;1948;17.0
5;5;1948;17.4
6;5;1948;11.1
7;5;1948;3.6
8;5;1948;5.2
9;5;1948;11.2
10;5;1948;6.9
11;5;1948;7.3
12;5;1948;9.6
13;5;1948;13.8
14;5;1948;14.9
15;5;1948;13.2
16;5;1948;7.8
17;5;1948;9.0
18;5;1948;11.7
19;5;1948;9.6
20;5;1948;13.9
21;5;1948;12.2
22;5;1948;10.2
23;5;1948;14.7
24;5;1948;14.6
25;5;1948;10.7
26;5;1948;12.1
27;5;1948;16.4
28;5;1948;13.2
29;5;1948;14.5
30;5;1948;13.1
31;5;1948;13.9
1;6;1948;13.5
2;6;1948;10.7
3;6;1948;6.2
4;6;1948;13.9
5;6;1948;11.0
6;6;1948;8.3
7;6;1948;9.7
8;6;1948;14.7
9;6;1948;11.0
10;6;1948;13.5
11;6;1948;12.9
12;6;1948;10.1
13;6;1948;9.1
14;6;1948;11.1
15;6;1948;8.5
16;6;1948;10.3
17;6;1948;11.7
18;6;1948;13.8
19;6;1948;14.3
20;6;1948;13.1
21;6;1948;11.9
22;6;1948;3.9
23;6;1948;8.7
24;6;1948;9.3
25;6;1948;7.4
26;6;1948;10.2
27;6;1948;9.9
28;6;1948;10.5
29;6;1948;9.4
30;6;1948;10.6
1;7;1948;13.4
2;7;1948;13.6
3;7;1948;12.9
4;7;1948;10.1
5;7;1948;10.1
6;7;1948;14.7
7;7;1948;13.3
8;7;1948;14.6
9;7;1948;15.1
10;7;1948;6.2
11;7;1948;7.0
12;7;1948;8.2
13;7;1948;10.3
14;7;1948;13.9
15;7;1948;11.0
16;7;1948;10.8
17;7;1948;14.4
18;7;1948;13.1
19;7;1948;10.2
20;7;1948;10.1
21;7;1948;9.8
22;7;1948;9.0
23;7;1948;14.3
24;7;1948;13.8
25;7;1948;16.1
26;7;1948;15.3
27;7;1948;7.4
28;7;1948;9.6
29;7;1948;10.5
30;7;1948;15.4
31;7;1948;15.1
1;8;1948;15.9
2;8;1948;17.5
3;8;1948;17.5
4;8;1948;12.3
5;8;1948;7.6
6;8;1948;7.3
7;8;1948;5.3
8;8;1948;4.5
9;8;1948;6.9
10;8;1948;10.1
11;8;1948;11.1
12;8;1948;6.0
13;8;1948;10.7
14;8;1948;9.7
15;8;1948;5.7
16;8;1948;9.0
17;8;1948;8.5
18;8;1948;11.0
19;8;1948;10.8
20;8;1948;15.8
21;8;1948;12.2
22;8;1948;10.2
23;8;1948;11.3
24;8;1948;12.8
25;8;1948;13.9
26;8;1948;14.3
27;8;1948;10.4
28;8;1948;10.9
29;8;1948;10.8
30;8;1948;13.8
31;8;1948;14.4
1;9;1948;15.1
2;9;1948;17.7
3;9;1948;21.0
4;9;1948;21.0
5;9;1948;21.0
