dia;mes;ano;valor
30;3;1978;12.2
31;3;1978;15.8
1;4;1978;15.0
2;4;1978;12.8
3;4;1978;14.2
4;4;1978;18.4
5;4;1978;18.0
6;4;1978;19.7
7;4;1978;19.9
8;4;1978;20.2
9;4;1978;17.2
10;4;1978;14.0
11;4;1978;15.4
12;4;1978;17.3
13;4;1978;18.6
14;4;1978;19.7
15;4;1978;8.8
16;4;1978;14.2
17;4;1978;15.6
18;4;1978;8.6
19;4;1978;15.2
20;4;1978;12.0
21;4;1978;12.0
22;4;1978;12.9
23;4;1978;11.3
24;4;1978;13.1
25;4;1978;11.7
26;4;1978;5.7
27;4;1978;15.9
28;4;1978;17.5
29;4;1978;9.7
30;4;1978;14.2
1;5;1978;6.7
2;5;1978;6.8
3;5;1978;5.8
4;5;1978;5.2
5;5;1978;13.7
6;5;1978;13.4
7;5;1978;15.3
8;5;1978;15.3
9;5;1978;14.8
10;5;1978;8.3
11;5;1978;6.1
12;5;1978;8.2
13;5;1978;5.1
14;5;1978;6.1
15;5;1978;8.3
16;5;1978;9.1
17;5;1978;9.6
18;5;1978;13.5
19;5;1978;8.0
20;5;1978;7.0
21;5;1978;12.9
22;5;1978;10.1
23;5;1978;10.2
24;5;1978;9.5
25;5;1978;9.0
26;5;1978;10.5
27;5;1978;9.5
28;5;1978;10.0
29;5;1978;11.7
30;5;1978;14.3
31;5;1978;13.4
1;6;1978;7.1
2;6;1978;5.0
3;6;1978;6.1
4;6;1978;7.1
5;6;1978;7.9
6;6;1978;10.0
7;6;1978;12.2
8;6;1978;6.7
9;6;1978;9.3
10;6;1978;5.9
11;6;1978;15.2
12;6;1978;13.7
13;6;1978;11.1
14;6;1978;13.4
15;6;1978;14.4
16;6;1978;11.3
17;6;1978;5.3
18;6;1978;9.7
19;6;1978;9.4
20;6;1978;12.9
21;6;1978;14.0
22;6;1978;13.8
23;6;1978;13.2
24;6;1978;3.1
25;6;1978;6.2
26;6;1978;7.7
27;6;1978;14.5
28;6;1978;14.6
29;6;1978;13.9
30;6;1978;9.3
1;7;1978;14.3
2;7;1978;14.4
3;7;1978;11.5
4;7;1978;2.5
5;7;1978;6.5
6;7;1978;2.8
7;7;1978;5.2
8;7;1978;10.5
9;7;1978;11.4
10;7;1978;8.4
11;7;1978;10.2
12;7;1978;13.3
13;7;1978;6.4
14;7;1978;9.7
15;7;1978;9.9
16;7;1978;10.8
17;7;1978;12.3
18;7;1978;11.5
19;7;1978;13.4
20;7;1978;12.5
21;7;1978;10.2
22;7;1978;10.2
23;7;1978;10.0
24;7;1978;12.6
25;7;1978;7.8
26;7;1978;7.0
27;7;1978;8.7
28;7;1978;14.7
29;7;1978;8.0
30;7;1978;7.3
31;7;1978;7.7
1;8;1978;9.7
2;8;1978;12.1
3;8;1978;14.0
4;8;1978;14.0
5;8;1978;15.2
6;8;1978;7.1
7;8;1978;13.3
8;8;1978;8.1
9;8;1978;5.3
10;8;1978;6.7
11;8;1978;3.0
12;8;1978;3.3
13;8;1978;7.5
14;8;1978;13.7
15;8;1978;10.8
16;8;1978;5.6
17;8;1978;16.8
18;8;1978;17.1
19;8;1978;5.9
20;8;1978;10.9
21;8;1978;13.3
22;8;1978;15.1
23;8;1978;12.2
24;8;1978;14.8
25;8;1978;16.1
26;8;1978;19.6
27;8;1978;18.2
28;8;1978;14.7
29;8;1978;18.5
30;8;1978;16.9
31;8;1978;7.5
1;9;1978;10.4
2;9;1978;14.0
3;9;1978;17.3
4;9;1978;16.8
5;9;1978;18.9
6;9;1978;20.6
7;9;1978;6.7
8;9;1978;6.9
9;9;1978;9.9
10;9;1978;12.7
11;9;1978;17.3
12;9;1978;17.8
13;9;1978;16.5
14;9;1978;10.5
15;9;1978;12.6
16;9;1978;14.1
17;9;1978;20.2
18;9;1978;19.7
19;9;1978;17.9
20;9;1978;13.9
21;9;1978;12.2
22;9;1978;9.0
23;9;1978;20.7
24;9;1978;16.8
25;9;1978;22.1
26;9;1978;9.2
27;9;1978;8.8
28;9;1978;10.2
29;9;1978;11.1
30;9;1978;9.4
1;10;1978;11.8
2;10;1978;20.8
3;10;1978;11.5
4;10;1978;15.0
5;10;1978;14.8
6;10;1978;16.2
7;10;1978;21.4
8;10;1978;21.9
9;10;1978;22.9
10;10;1978;14.4
11;10;1978;15.4
12;10;1978;11.0
13;10;1978;14.3
14;10;1978;13.3
15;10;1978;18.7
16;10;1978;15.1
17;10;1978;14.4
18;10;1978;14.4
19;10;1978;5.6
20;10;1978;9.3
21;10;1978;12.9
22;10;1978;12.9
23;10;1978;14.5
24;10;1978;18.8
25;10;1978;23.9
26;10;1978;21.3
27;10;1978;14.0
28;10;1978;24.6
29;10;1978;11.7
30;10;1978;18.2
31;10;1978;20.0
1;11;1978;21.0
2;11;1978;17.3
3;11;1978;13.0
4;11;1978;12.4
5;11;1978;14.9
6;11;1978;18.3
7;11;1978;15.4
8;11;1978;7.9
9;11;1978;15.8
10;11;1978;21.9
11;11;1978;19.4
12;11;1978;15.9
13;11;1978;12.6
14;11;1978;21.0
15;11;1978;22.5
16;11;1978;20.2
17;11;1978;15.8
18;11;1978;11.0
19;11;1978;11.3
20;11;1978;10.1
21;11;1978;13.6
22;11;1978;14.4
23;11;1978;17.2
24;11;1978;14.1
25;11;1978;17.4
26;11;1978;13.2
27;11;1978;11.0
28;11;1978;26.6
29;11;1978;10.6
30;11;1978;13.9
1;12;1978;13.0
2;12;1978;18.3
3;12;1978;21.2
4;12;1978;10.3
5;12;1978;21.8
6;12;1978;17.3
7;12;1978;17.1
8;12;1978;19.6
9;12;1978;17.6
10;12;1978;12.7
11;12;1978;5.3
12;12;1978;12.1
13;12;1978;25.0
14;12;1978;21.2
15;12;1978;24.1
16;12;1978;28.9
17;12;1978;24.8
18;12;1978;22.9
19;12;1978;10.8
20;12;1978;13.1
21;12;1978;21.8
22;12;1978;25.3
23;12;1978;27.3
24;12;1978;27.5
25;12;1978;27.1
26;12;1978;23.6
27;12;1978;9.1
28;12;1978;18.2
29;12;1978;24.0
30;12;1978;24.6
31;12;1978;19.1
1;1;1979;18.2
2;1;1979;22.1
3;1;1979;13.9
4;1;1979;10.7
5;1;1979;15.4
6;1;1979;22.9
7;1;1979;24.3
8;1;1979;16.3
9;1;1979;22.3
10;1;1979;28.0
11;1;1979;28.0
12;1;1979;28.9
13;1;1979;22.7
14;1;1979;23.7
15;1;1979;20.7
16;1;1979;12.3
17;1;1979;19.0
18;1;1979;22.3
19;1;1979;21.4
20;1;1979;17.8
21;1;1979;26.4
22;1;1979;20.9
23;1;1979;15.0
24;1;1979;21.5
25;1;1979;17.6
26;1;1979;14.3
27;1;1979;17.1
28;1;1979;9.0
29;1;1979;12.9
30;1;1979;12.7
31;1;1979;18.8
1;2;1979;25.0
2;2;1979;26.6
3;2;1979;21.3
4;2;1979;17.6
5;2;1979;14.0
6;2;1979;17.8
7;2;1979;24.5
8;2;1979;26.7
9;2;1979;24.8
10;2;1979;27.0
11;2;1979;26.3
12;2;1979;24.3
13;2;1979;20.8
14;2;1979;17.3
15;2;1979;19.2
16;2;1979;22.2
17;2;1979;21.2
18;2;1979;12.9
19;2;1979;22.3
20;2;1979;21.3
21;2;1979;18.1
22;2;1979;10.4
23;2;1979;5.1
24;2;1979;14.2
25;2;1979;20.1
26;2;1979;15.0
27;2;1979;11.2
28;2;1979;7.5
1;3;1979;11.0
2;3;1979;14.2
3;3;1979;15.6
4;3;1979;19.7
5;3;1979;20.6
6;3;1979;21.0
7;3;1979;22.0
8;3;1979;21.9
9;3;1979;17.9
10;3;1979;17.6
11;3;1979;13.7
12;3;1979;9.3
13;3;1979;12.2
14;3;1979;20.4
15;3;1979;21.5
16;3;1979;23.0
17;3;1979;20.7
18;3;1979;16.1
19;3;1979;18.4
20;3;1979;16.6
21;3;1979;22.1
22;3;1979;17.0
23;3;1979;11.2
24;3;1979;17.9
25;3;1979;17.4
26;3;1979;14.4
27;3;1979;16.8
28;3;1979;15.1
29;3;1979;10.1
30;3;1979;5.2
31;3;1979;6.7
1;4;1979;15.2
2;4;1979;19.2
3;4;1979;16.9
4;4;1979;13.5
5;4;1979;17.4
6;4;1979;13.9
7;4;1979;12.4
8;4;1979;12.7
9;4;1979;18.3
10;4;1979;15.7
11;4;1979;17.4
12;4;1979;15.4
13;4;1979;15.3
14;4;1979;19.0
15;4;1979;18.8
16;4;1979;18.2
17;4;1979;18.7
18;4;1979;17.6
19;4;1979;9.2
20;4;1979;7.6
21;4;1979;16.8
22;4;1979;17.6
23;4;1979;12.7
24;4;1979;14.0
25;4;1979;9.0
26;4;1979;10.3
27;4;1979;14.0
28;4;1979;14.4
29;4;1979;14.1
30;4;1979;13.6
1;5;1979;14.9
2;5;1979;9.9
3;5;1979;10.0
4;5;1979;9.6
5;5;1979;11.6
6;5;1979;8.8
7;5;1979;9.5
8;5;1979;8.4
9;5;1979;10.1
10;5;1979;15.2
11;5;1979;13.9
12;5;1979;14.1
13;5;1979;7.6
14;5;1979;6.0
15;5;1979;7.1
16;5;1979;8.7
17;5;1979;11.1
18;5;1979;9.4
19;5;1979;12.5
20;5;1979;8.5
21;5;1979;7.8
22;5;1979;12.9
23;5;1979;15.0
24;5;1979;10.1
25;5;1979;11.3
26;5;1979;11.7
27;5;1979;11.5
28;5;1979;12.3
29;5;1979;9.6
30;5;1979;5.2
31;5;1979;3.1
1;6;1979;5.3
2;6;1979;7.1
3;6;1979;7.4
4;6;1979;6.4
5;6;1979;13.3
6;6;1979;13.7
7;6;1979;9.0
8;6;1979;10.7
9;6;1979;8.0
10;6;1979;11.2
11;6;1979;11.7
12;6;1979;11.0
13;6;1979;7.0
14;6;1979;5.9
15;6;1979;7.0
16;6;1979;5.2
17;6;1979;6.1
18;6;1979;8.6
19;6;1979;5.2
20;6;1979;8.8
21;6;1979;13.4
22;6;1979;11.4
23;6;1979;8.3
24;6;1979;10.1
25;6;1979;9.2
26;6;1979;10.6
27;6;1979;8.2
28;6;1979;6.7
29;6;1979;5.2
30;6;1979;5.6
1;7;1979;7.7
2;7;1979;2.5
3;7;1979;5.2
4;7;1979;9.5
5;7;1979;12.1
6;7;1979;10.2
7;7;1979;9.1
8;7;1979;8.1
9;7;1979;11.6
10;7;1979;12.1
11;7;1979;13.1
12;7;1979;2.8
13;7;1979;1.9
14;7;1979;3.5
15;7;1979;6.7
16;7;1979;10.5
17;7;1979;9.5
18;7;1979;8.8
19;7;1979;13.1
20;7;1979;8.2
21;7;1979;15.1
22;7;1979;15.7
23;7;1979;15.9
24;7;1979;14.6
25;7;1979;11.3
26;7;1979;7.9
27;7;1979;3.3
28;7;1979;5.3
29;7;1979;9.7
30;7;1979;12.5
31;7;1979;11.0
1;8;1979;5.3
2;8;1979;5.4
3;8;1979;8.2
4;8;1979;9.8
5;8;1979;14.4
6;8;1979;10.5
7;8;1979;8.3
8;8;1979;8.3
9;8;1979;13.1
10;8;1979;10.9
11;8;1979;3.5
12;8;1979;12.8
13;8;1979;16.9
14;8;1979;13.6
15;8;1979;13.4
16;8;1979;7.8
17;8;1979;5.6
18;8;1979;15.8
19;8;1979;13.9
20;8;1979;5.6
21;8;1979;9.8
22;8;1979;14.5
23;8;1979;16.7
24;8;1979;17.0
25;8;1979;9.3
26;8;1979;12.3
27;8;1979;11.4
28;8;1979;13.1
29;8;1979;10.8
30;8;1979;10.5
31;8;1979;11.1
1;9;1979;13.0
2;9;1979;17.3
3;9;1979;17.1
4;9;1979;13.1
5;9;1979;16.0
6;9;1979;17.7
7;9;1979;16.9
8;9;1979;8.4
9;9;1979;11.5
10;9;1979;15.4
11;9;1979;16.8
12;9;1979;18.1
13;9;1979;20.2
14;9;1979;12.6
15;9;1979;9.7
16;9;1979;9.0
17;9;1979;12.6
18;9;1979;15.0
19;9;1979;12.0
20;9;1979;18.9
21;9;1979;17.3
22;9;1979;18.8
23;9;1979;16.9
24;9;1979;20.2
25;9;1979;19.7
26;9;1979;12.6
27;9;1979;10.4
28;9;1979;8.4
29;9;1979;7.7
30;9;1979;15.2
1;10;1979;14.0
2;10;1979;22.1
3;10;1979;14.8
4;10;1979;10.8
5;10;1979;6.5
6;10;1979;6.5
7;10;1979;8.1
8;10;1979;15.8
9;10;1979;19.6
10;10;1979;19.2
11;10;1979;16.3
12;10;1979;7.6
13;10;1979;5.7
14;10;1979;7.7
15;10;1979;15.8
16;10;1979;11.3
17;10;1979;12.2
18;10;1979;11.3
19;10;1979;11.7
20;10;1979;13.5
21;10;1979;12.9
22;10;1979;10.7
23;10;1979;16.8
24;10;1979;21.8
25;10;1979;22.2
26;10;1979;25.3
27;10;1979;22.9
28;10;1979;12.0
29;10;1979;15.3
30;10;1979;18.8
31;10;1979;22.6
1;11;1979;10.2
2;11;1979;15.3
3;11;1979;15.1
4;11;1979;15.7
5;11;1979;20.6
6;11;1979;16.0
7;11;1979;14.9
8;11;1979;10.8
9;11;1979;13.3
10;11;1979;8.8
11;11;1979;11.0
12;11;1979;14.5
13;11;1979;21.9
14;11;1979;20.8
15;11;1979;12.3
16;11;1979;13.2
17;11;1979;18.3
18;11;1979;24.5
19;11;1979;19.3
20;11;1979;15.0
21;11;1979;20.3
22;11;1979;14.8
23;11;1979;6.3
24;11;1979;13.4
25;11;1979;12.9
26;11;1979;10.4
27;11;1979;10.5
28;11;1979;20.2
29;11;1979;20.6
30;11;1979;9.1
1;12;1979;13.8
2;12;1979;18.5
3;12;1979;27.0
4;12;1979;16.4
5;12;1979;12.7
6;12;1979;20.8
7;12;1979;21.3
8;12;1979;24.8
9;12;1979;24.6
10;12;1979;20.5
11;12;1979;8.1
12;12;1979;11.3
13;12;1979;13.2
14;12;1979;19.1
15;12;1979;23.3
16;12;1979;22.9
17;12;1979;17.7
18;12;1979;16.1
19;12;1979;16.7
20;12;1979;23.1
21;12;1979;8.4
22;12;1979;23.4
23;12;1979;15.7
24;12;1979;14.8
25;12;1979;16.2
26;12;1979;19.6
27;12;1979;18.3
28;12;1979;29.1
29;12;1979;28.6
30;12;1979;22.8
31;12;1979;23.7
1;1;1980;21.5
2;1;1980;21.8
3;1;1980;8.4
4;1;1980;7.9
5;1;1980;10.6
6;1;1980;12.7
7;1;1980;7.8
8;1;1980;7.1
9;1;1980;7.1
10;1;1980;7.5
11;1;1980;8.9
12;1;1980;18.4
13;1;1980;20.6
14;1;1980;26.6
15;1;1980;17.1
16;1;1980;22.6
17;1;1980;17.8
18;1;1980;12.8
19;1;1980;22.1
20;1;1980;19.0
21;1;1980;23.4
22;1;1980;24.6
23;1;1980;26.6
24;1;1980;25.2
25;1;1980;26.4
26;1;1980;24.6
27;1;1980;12.8
28;1;1980;15.2
29;1;1980;19.2
30;1;1980;21.0
31;1;1980;17.9
1;2;1980;19.9
2;2;1980;12.1
3;2;1980;20.0
4;2;1980;16.9
5;2;1980;15.4
6;2;1980;13.1
7;2;1980;12.5
8;2;1980;13.5
9;2;1980;12.8
10;2;1980;12.7
11;2;1980;7.6
12;2;1980;21.3
13;2;1980;21.7
14;2;1980;23.2
15;2;1980;19.7
16;2;1980;25.2
17;2;1980;24.0
18;2;1980;21.8
19;2;1980;17.9
20;2;1980;15.9
21;2;1980;19.9
22;2;1980;19.1
23;2;1980;6.7
24;2;1980;19.8
25;2;1980;24.1
26;2;1980;23.0
27;2;1980;22.0
28;2;1980;20.4
29;2;1980;0.0
1;3;1980;14.4
2;3;1980;9.1
3;3;1980;16.2
4;3;1980;21.3
5;3;1980;21.2
6;3;1980;19.7
7;3;1980;19.4
8;3;1980;19.8
9;3;1980;23.7
10;3;1980;23.6
11;3;1980;22.2
12;3;1980;15.0
13;3;1980;7.7
14;3;1980;9.5
15;3;1980;13.4
16;3;1980;15.2
17;3;1980;15.7
18;3;1980;7.3
19;3;1980;13.4
20;3;1980;16.5
21;3;1980;9.1
22;3;1980;11.5
23;3;1980;14.2
24;3;1980;5.3
25;3;1980;13.7
26;3;1980;13.3
27;3;1980;14.5
28;3;1980;16.3
29;3;1980;21.5
30;3;1980;17.6
31;3;1980;12.9
1;4;1980;17.3
2;4;1980;20.6
3;4;1980;20.7
4;4;1980;19.8
5;4;1980;14.5
6;4;1980;14.7
7;4;1980;16.7
8;4;1980;16.7
9;4;1980;18.0
10;4;1980;14.2
11;4;1980;13.8
12;4;1980;16.5
13;4;1980;18.3
14;4;1980;19.5
15;4;1980;19.0
16;4;1980;10.9
17;4;1980;6.7
18;4;1980;12.4
19;4;1980;16.5
20;4;1980;16.5
21;4;1980;17.3
22;4;1980;16.0
23;4;1980;16.1
24;4;1980;10.4
25;4;1980;9.8
26;4;1980;13.9
27;4;1980;11.3
28;4;1980;13.1
29;4;1980;11.3
30;4;1980;10.9
1;5;1980;14.8
2;5;1980;16.9
3;5;1980;17.1
4;5;1980;15.9
5;5;1980;8.9
6;5;1980;14.2
7;5;1980;15.5
8;5;1980;9.1
9;5;1980;12.5
10;5;1980;13.6
11;5;1980;11.4
12;5;1980;10.4
13;5;1980;9.6
14;5;1980;9.8
15;5;1980;13.9
16;5;1980;11.5
17;5;1980;13.8
18;5;1980;15.7
19;5;1980;15.7
20;5;1980;5.6
21;5;1980;5.2
22;5;1980;8.1
23;5;1980;9.2
24;5;1980;8.1
25;5;1980;6.4
26;5;1980;11.0
27;5;1980;12.4
28;5;1980;6.4
29;5;1980;7.6
30;5;1980;11.3
31;5;1980;14.8
1;6;1980;5.6
2;6;1980;6.0
3;6;1980;8.8
4;6;1980;8.6
5;6;1980;11.9
6;6;1980;9.1
7;6;1980;14.4
8;6;1980;10.8
9;6;1980;12.3
10;6;1980;5.8
11;6;1980;12.4
12;6;1980;14.3
13;6;1980;15.1
14;6;1980;13.9
15;6;1980;9.9
16;6;1980;12.3
17;6;1980;13.6
18;6;1980;8.0
19;6;1980;9.0
20;6;1980;7.1
21;6;1980;12.4
22;6;1980;11.2
23;6;1980;12.2
24;6;1980;5.9
25;6;1980;9.7
26;6;1980;11.2
27;6;1980;4.1
28;6;1980;11.3
29;6;1980;7.5
30;6;1980;10.0
1;7;1980;8.3
2;7;1980;14.2
3;7;1980;9.0
4;7;1980;9.6
5;7;1980;13.4
6;7;1980;13.4
7;7;1980;13.4
8;7;1980;8.5
9;7;1980;13.2
10;7;1980;6.7
11;7;1980;5.8
12;7;1980;8.4
13;7;1980;12.9
14;7;1980;13.7
15;7;1980;14.9
16;7;1980;13.6
17;7;1980;4.1
18;7;1980;5.2
19;7;1980;5.2
20;7;1980;6.6
21;7;1980;11.9
22;7;1980;12.0
23;7;1980;7.4
24;7;1980;7.5
25;7;1980;10.2
26;7;1980;11.8
27;7;1980;14.6
28;7;1980;8.5
29;7;1980;10.8
30;7;1980;13.4
31;7;1980;11.3
1;8;1980;15.3
2;8;1980;9.2
3;8;1980;9.9
4;8;1980;13.8
5;8;1980;9.9
6;8;1980;15.2
7;8;1980;15.9
8;8;1980;17.3
9;8;1980;16.9
10;8;1980;14.7
11;8;1980;9.1
12;8;1980;10.9
13;8;1980;14.5
14;8;1980;17.1
15;8;1980;17.3
16;8;1980;13.2
17;8;1980;5.2
18;8;1980;10.5
19;8;1980;12.9
20;8;1980;14.3
21;8;1980;16.7
22;8;1980;15.7
23;8;1980;7.9
24;8;1980;6.3
25;8;1980;14.0
26;8;1980;16.9
27;8;1980;17.3
28;8;1980;8.5
29;8;1980;6.8
30;8;1980;10.0
31;8;1980;12.7
1;9;1980;12.0
2;9;1980;8.4
3;9;1980;15.6
4;9;1980;11.6
5;9;1980;20.3
6;9;1980;21.2
7;9;1980;12.0
8;9;1980;16.2
9;9;1980;21.9
10;9;1980;19.1
11;9;1980;11.0
12;9;1980;16.6
13;9;1980;16.0
14;9;1980;12.7
15;9;1980;17.9
16;9;1980;22.3
17;9;1980;18.4
18;9;1980;9.0
19;9;1980;16.4
20;9;1980;12.5
21;9;1980;10.8
22;9;1980;8.0
23;9;1980;5.4
24;9;1980;5.4
25;9;1980;9.0
26;9;1980;12.9
27;9;1980;16.9
28;9;1980;16.4
29;9;1980;13.1
30;9;1980;18.9
1;10;1980;19.1
2;10;1980;17.0
3;10;1980;22.9
4;10;1980;9.7
5;10;1980;14.7
6;10;1980;13.1
7;10;1980;13.1
8;10;1980;18.1
9;10;1980;15.9
10;10;1980;12.0
11;10;1980;20.3
12;10;1980;23.2
13;10;1980;14.4
14;10;1980;11.8
15;10;1980;18.6
16;10;1980;21.1
17;10;1980;20.8
18;10;1980;20.9
19;10;1980;22.9
20;10;1980;9.3
21;10;1980;18.3
22;10;1980;18.0
23;10;1980;17.3
24;10;1980;16.8
25;10;1980;22.2
26;10;1980;7.5
27;10;1980;19.2
28;10;1980;9.2
29;10;1980;11.6
30;10;1980;9.4
31;10;1980;17.1
1;11;1980;18.8
2;11;1980;15.5
3;11;1980;21.9
4;11;1980;18.1
5;11;1980;10.6
6;11;1980;16.1
7;11;1980;23.0
8;11;1980;15.6
9;11;1980;21.8
10;11;1980;15.1
11;11;1980;19.7
12;11;1980;19.8
13;11;1980;7.0
14;11;1980;9.7
15;11;1980;10.8
16;11;1980;11.3
17;11;1980;12.6
18;11;1980;17.0
19;11;1980;20.5
20;11;1980;16.2
21;11;1980;13.2
22;11;1980;15.8
23;11;1980;16.5
24;11;1980;20.7
25;11;1980;26.9
26;11;1980;20.9
27;11;1980;5.4
28;11;1980;9.2
29;11;1980;15.7
30;11;1980;16.1
1;12;1980;26.4
2;12;1980;22.6
3;12;1980;24.5
4;12;1980;24.1
5;12;1980;23.6
6;12;1980;27.2
7;12;1980;26.7
8;12;1980;23.5
9;12;1980;11.9
10;12;1980;16.3
11;12;1980;21.4
12;12;1980;19.3
13;12;1980;17.7
14;12;1980;14.5
15;12;1980;22.2
16;12;1980;22.5
17;12;1980;25.1
18;12;1980;17.4
19;12;1980;8.4
20;12;1980;6.3
21;12;1980;5.3
22;12;1980;13.4
23;12;1980;20.6
24;12;1980;21.0
25;12;1980;17.2
26;12;1980;8.0
27;12;1980;7.7
28;12;1980;8.9
29;12;1980;21.5
30;12;1980;22.3
31;12;1980;20.6
1;1;1981;17.1
2;1;1981;15.0
3;1;1981;25.2
4;1;1981;27.5
5;1;1981;21.3
6;1;1981;8.0
7;1;1981;9.5
8;1;1981;13.2
9;1;1981;21.5
10;1;1981;21.0
11;1;1981;13.1
12;1;1981;18.1
13;1;1981;18.4
14;1;1981;15.2
15;1;1981;14.4
16;1;1981;11.6
17;1;1981;9.9
18;1;1981;10.7
19;1;1981;13.5
20;1;1981;16.4
21;1;1981;24.1
22;1;1981;24.6
23;1;1981;27.9
24;1;1981;20.6
25;1;1981;23.9
26;1;1981;27.2
27;1;1981;22.2
28;1;1981;9.0
29;1;1981;7.5
30;1;1981;20.6
31;1;1981;27.0
1;2;1981;22.0
2;2;1981;19.2
3;2;1981;16.3
4;2;1981;10.7
5;2;1981;15.5
6;2;1981;17.0
7;2;1981;24.2
8;2;1981;21.9
9;2;1981;22.8
10;2;1981;12.9
11;2;1981;10.0
12;2;1981;10.7
13;2;1981;8.5
14;2;1981;7.4
15;2;1981;19.4
16;2;1981;24.6
17;2;1981;25.2
18;2;1981;23.1
19;2;1981;20.7
20;2;1981;13.7
21;2;1981;13.1
22;2;1981;8.6
23;2;1981;8.6
24;2;1981;20.7
25;2;1981;26.3
26;2;1981;25.3
27;2;1981;20.7
28;2;1981;7.1
1;3;1981;8.8
2;3;1981;17.4
3;3;1981;19.3
4;3;1981;20.6
5;3;1981;19.4
6;3;1981;19.1
7;3;1981;19.7
8;3;1981;20.9
9;3;1981;15.0
10;3;1981;20.6
11;3;1981;18.6
12;3;1981;8.4
13;3;1981;11.1
14;3;1981;8.1
15;3;1981;18.8
16;3;1981;12.0
17;3;1981;9.3
18;3;1981;13.6
19;3;1981;13.7
20;3;1981;6.7
21;3;1981;5.7
22;3;1981;8.3
23;3;1981;16.8
24;3;1981;18.9
25;3;1981;21.9
26;3;1981;20.0
27;3;1981;19.2
28;3;1981;19.9
29;3;1981;21.2
30;3;1981;20.7
31;3;1981;16.6
1;4;1981;19.7
2;4;1981;16.0
3;4;1981;19.5
4;4;1981;20.6
5;4;1981;18.0
6;4;1981;20.0
7;4;1981;18.7
8;4;1981;16.5
9;4;1981;19.0
10;4;1981;20.3
11;4;1981;16.8
12;4;1981;7.0
13;4;1981;10.0
14;4;1981;11.0
15;4;1981;14.9
16;4;1981;18.4
17;4;1981;18.4
18;4;1981;18.3
19;4;1981;14.5
20;4;1981;15.1
21;4;1981;15.1
22;4;1981;16.9
23;4;1981;9.9
24;4;1981;12.8
25;4;1981;11.8
26;4;1981;17.1
27;4;1981;18.1
28;4;1981;17.4
29;4;1981;14.7
30;4;1981;15.6
1;5;1981;10.9
2;5;1981;6.7
3;5;1981;11.2
4;5;1981;6.5
5;5;1981;10.1
6;5;1981;14.3
7;5;1981;10.6
8;5;1981;6.9
9;5;1981;6.8
10;5;1981;9.6
11;5;1981;14.1
12;5;1981;15.3
13;5;1981;14.9
14;5;1981;14.8
15;5;1981;15.2
16;5;1981;14.7
17;5;1981;14.8
18;5;1981;10.0
19;5;1981;11.3
20;5;1981;15.8
21;5;1981;15.1
22;5;1981;11.1
23;5;1981;11.9
24;5;1981;4.1
25;5;1981;5.6
26;5;1981;14.0
27;5;1981;8.2
28;5;1981;4.8
29;5;1981;14.5
30;5;1981;13.7
31;5;1981;10.7
1;6;1981;8.2
2;6;1981;9.4
3;6;1981;14.0
4;6;1981;8.1
5;6;1981;8.5
6;6;1981;12.1
7;6;1981;14.7
8;6;1981;13.1
9;6;1981;10.8
10;6;1981;6.3
11;6;1981;9.3
12;6;1981;8.1
13;6;1981;7.3
14;6;1981;5.3
15;6;1981;7.2
16;6;1981;8.8
17;6;1981;13.1
18;6;1981;6.6
19;6;1981;5.9
20;6;1981;8.4
21;6;1981;8.3
22;6;1981;10.3
23;6;1981;14.1
24;6;1981;7.1
25;6;1981;11.2
26;6;1981;12.5
27;6;1981;10.4
28;6;1981;8.8
29;6;1981;13.6
30;6;1981;10.9
1;7;1981;12.5
2;7;1981;8.1
3;7;1981;5.6
4;7;1981;10.9
5;7;1981;14.4
6;7;1981;13.7
7;7;1981;12.7
8;7;1981;7.6
9;7;1981;14.5
10;7;1981;14.6
11;7;1981;13.3
12;7;1981;14.2
13;7;1981;6.4
14;7;1981;14.6
15;7;1981;12.9
16;7;1981;14.6
17;7;1981;11.1
18;7;1981;12.0
19;7;1981;8.4
20;7;1981;10.5
21;7;1981;11.0
22;7;1981;15.1
23;7;1981;10.7
24;7;1981;15.3
25;7;1981;16.1
26;7;1981;16.3
27;7;1981;13.4
28;7;1981;10.8
29;7;1981;6.6
30;7;1981;11.5
31;7;1981;14.4
1;8;1981;9.4
2;8;1981;13.3
3;8;1981;14.3
4;8;1981;9.7
5;8;1981;11.2
6;8;1981;10.7
7;8;1981;11.6
8;8;1981;12.7
9;8;1981;11.4
10;8;1981;11.6
11;8;1981;11.1
12;8;1981;16.1
13;8;1981;13.7
14;8;1981;5.2
15;8;1981;6.3
16;8;1981;6.2
17;8;1981;9.4
18;8;1981;12.8
19;8;1981;10.4
20;8;1981;11.5
21;8;1981;18.0
22;8;1981;18.0
23;8;1981;10.3
24;8;1981;10.8
25;8;1981;16.1
26;8;1981;13.1
27;8;1981;11.2
28;8;1981;13.5
29;8;1981;8.4
30;8;1981;7.4
31;8;1981;11.5
1;9;1981;10.5
2;9;1981;14.7
3;9;1981;17.0
4;9;1981;12.4
5;9;1981;13.7
6;9;1981;17.7
7;9;1981;10.8
8;9;1981;10.3
9;9;1981;5.7
10;9;1981;13.2
11;9;1981;18.3
12;9;1981;5.3
13;9;1981;11.9
14;9;1981;17.0
15;9;1981;18.0
16;9;1981;21.8
17;9;1981;15.1
18;9;1981;19.1
19;9;1981;19.6
20;9;1981;19.7
